version	upstream_sha	upstream_file	cpp_type	cpp_field	cpp_declared_type	declaration_line	configuration	rust_owner	rust_field	construction_and_publication	mutation_thread	submission_and_completion	destruction_order	null_and_failure	safe_rust_adaptation	mapping_status	translation_status	evidence
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/include/rive/renderer/metal/render_context_metal_impl.h	RenderContextMetalImpl::MetalFeatures	atomicBarrierType	AtomicBarrierType	184	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/metal/render_context_metal_impl_h.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/include/rive/renderer/metal/render_context_metal_impl_h.rs::metal_features.atomic_barrier_type (a copied AtomicBarrierType discriminant)	MetalFeatures initializes atomicBarrierType to renderPassBreak before the enclosing context is published; device capability selection may replace it during context construction.	Only RenderContextMetalImpl construction mutates the value, on the renderer recording thread; it is immutable after context publication.	The value is copied into BackgroundShaderCompiler before worker publication and read during encoder planning; no borrow crosses submission.	The plain discriminant owns no heap or Metal resource and drops with each copied MetalFeatures value.	The declaration is non-null and has a concrete fallback; unsupported capability combinations must retain the pinned fallback or fail context construction before publication.	Translate the exact AtomicBarrierType enum value into the source-shaped MetalFeatures record; do not conflate this nested declaration with the separate enclosing m_metalFeatures owner field.	prepared	verified	cpp:renderer/include/rive/renderer/metal/render_context_metal_impl.h:161-188;cpp:renderer/src/metal/render_context_metal_impl.mm:524-558
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	RenderContextMetalImpl::ColorRampPipeline	m_pipelineState	id<MTLRenderPipelineState>	119	all	crates/nuxie-renderer/src/native_metal/context.rs	NativeMetalContext.color_ramp_pipeline	Resolved from the retained resource library and published only after Metal returns a non-null render-pipeline state during transactional context construction.	Immutable after successful context construction.	The context retains the state across every color-ramp encoder and submitted Metal commands retain their bound resource use through completion.	The retained pipeline releases with the context after outstanding command ownership has ended.	Missing functions or pipeline creation failure returns a typed RendererError and prevents partial context publication.	A non-optional Retained MTLRenderPipelineState preserves the source strong field and makes construction failure explicit.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:101-120;rust:crates/nuxie-renderer/src/native_metal/context.rs:268-358
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	RenderContextMetalImpl::TessellatePipeline	m_pipelineState	id<MTLRenderPipelineState>	141	all	crates/nuxie-renderer/src/native_metal/context.rs	NativeMetalContext.tessellate_pipeline	Resolved from the retained resource library and published only after Metal returns a non-null render-pipeline state during transactional context construction.	Immutable after successful context construction.	The context retains the state across every tessellation encoder and submitted Metal commands retain their bound resource use through completion.	The retained pipeline releases with the context after outstanding command ownership has ended.	Missing functions or pipeline creation failure returns a typed RendererError and prevents partial context publication.	A non-optional Retained MTLRenderPipelineState preserves the source strong field and makes construction failure explicit.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:123-142;rust:crates/nuxie-renderer/src/native_metal/context.rs:268-358
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	RenderContextMetalImpl::FeatherAtlasPipeline	m_pipelineState	id<MTLRenderPipelineState>	174	all	crates/nuxie-renderer/src/native_metal/feather_atlas_pipeline.rs	FeatherAtlasPipeline.pipeline_state	Created from retained vertex and selected fill-or-stroke fragment functions; publication occurs only after Metal returns a pipeline state.	Immutable after construction.	Encoder preparation clones the retained state so a submitted command does not borrow the pipeline owner.	The pipeline owner and any submitted clones release independently after their last uses.	Missing functions or Metal pipeline failure return typed errors and publish no partial pipeline.	Retained protocol ownership plus a typed fill/stroke kind preserves the source state without extending descriptor borrows.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:145-175;rust:crates/nuxie-renderer/src/native_metal/feather_atlas_pipeline.rs:130-176
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	BufferRingMetalImpl	m_buffers	id<MTLBuffer>[3]	451	all	crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs	UploadBufferRing.buffers	All three shared Metal buffers are staged and converted to a fixed array before the nonzero-capacity ring is published.	CPU writes only the currently mapped slot under exclusive mutable access; buffer identities are immutable.	retained_submitted_buffer clones the selected buffer for the encoder and command-completion lifetime.	The fixed array releases after outstanding submission clones; its separately retained device is dropped only with the ring.	Zero capacity returns no ring; any buffer allocation failure returns an error and publishes none of the staged array.	A fixed array of Retained MTLBuffer owners replaces Objective-C strong array elements and makes partial allocation fail closed.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:414-452;rust:crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs:65-138;rust:crates/nuxie-renderer/src/native_metal/upload_buffer_ring.rs:180-199
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	RenderBufferMetalImpl	m_gpu	id<MTLDevice>	819	all	crates/nuxie-renderer/src/native_metal/buffer.rs	NativeMetalBuffer._device	Retained from the constructor borrow before buffer allocation and published only with a complete NativeMetalBuffer.	Immutable after construction.	The device owner outlives all buffer access; individual submitted Metal buffers are retained by their consuming commands.	Declared before the buffer array in Rust so the buffers release before the explicit device retain.	A pointer derived from a live reference is non-null; allocation failure drops the staged device and buffers before returning.	Explicit Retained MTLDevice preserves the source strong field instead of relying on transitive buffer-to-device lifetime.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:783-822;rust:crates/nuxie-renderer/src/native_metal/buffer.rs:40-99
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	RenderBufferMetalImpl	m_buffers	id<MTLBuffer>[3]	820	all	crates/nuxie-renderer/src/native_metal/buffer.rs	NativeMetalBuffer.buffers	Allocates one shared buffer for mapped-once input or all three ring slots, then publishes the fixed optional array transactionally.	The current back slot receives CPU writes under exclusive map access; slot identities are immutable.	submitted_buffer selects the inherited front identity and returns a borrow held within the buffer owner for encoding.	Optional retained buffers release with NativeMetalBuffer before its retained device.	Any required allocation failure returns a typed error; unused mapped-once slots remain explicitly absent and are never selected.	A fixed Option Retained array models the source's conditionally populated strong array without exposing nil as a usable slot.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:783-822;rust:crates/nuxie-renderer/src/native_metal/buffer.rs:40-127
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	RenderBufferMetalImpl	m_submittedBufferIdx	int	821	all	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/metal/render_context_metal_impl_mm.rs	crates/nuxie-renderer/src/mechanical_port/source/renderer/src/metal/render_context_metal_impl_mm.rs::render_buffer_metal_impl.m_submitted_buffer_idx (i32 initialized to -1)	Initialize the source-owned integer to -1 in the fresh RenderBufferMetalImpl mechanical owner before publication.	Carry the exact private member independently of inherited frontBufferIdx; no source write beyond initialization is invented.	The direct member is retained as source state even though current pinned methods do not observe it; inherited submission identity remains a distinct field.	Plain i32 drops with RenderBufferMetalImpl and owns no resource.	The -1 sentinel is the exact initial value and must not be promoted to a valid submitted-buffer index.	Translate exactly as an `i32` initialized to `-1`; omitted_declarations=0 forbids eliding it or conflating it with inherited frontBufferIdx without an accepted divergence.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:807-821
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	TextureMetalImpl	m_texture	id<MTLTexture>	903	all	crates/nuxie-renderer/src/native_metal/image_texture.rs	NativeMetalImageTexture.texture	Either Metal allocates and uploads a complete texture before publication or adopt consumes a retained external texture.	Texture identity is immutable after construction; only its contents and mip levels are populated or generated.	The image owner retains the texture and command encoding borrows it while Metal retains submitted resource use through completion.	The retained texture releases with the image after no owner references remain.	Allocation or a missing adopted texture returns failure before publication; malformed dimensions and byte ranges are rejected explicitly.	A non-optional Retained MTLTexture removes the source's implicitly unwrapped strong field and makes adoption nullability explicit.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:830-905;rust:crates/nuxie-renderer/src/native_metal/image_texture.rs:225-340
1	4ac7b32798da0482e441ef09304dc3b480ed3ee5	renderer/src/metal/render_context_metal_impl.mm	TextureMetalImpl	m_mipsDirty	bool	904	all	crates/nuxie-renderer/src/native_metal/image_texture.rs	NativeMetalImageTexture.mips_dirty	Initialized from generateRemainingMips and mip count, or false for an adopted texture, before publication.	Interior-mutated from true to false by ensure_mipmaps on the renderer recording thread.	True schedules exactly one mip-generation blit before later texture sampling; false schedules none.	Cell contains a plain bool and drops after no lifetime-bearing state depends on it.	Blit-encoder failure returns a typed error without clearing the flag, so a later call can retry; invalid compressed auto-mip requests fail construction.	Cell bool expresses the source mutable field behind const ensureMipmaps while preserving one-shot successful transition and retry on failure.	prepared	verified	cpp:renderer/src/metal/render_context_metal_impl.mm:830-905;rust:crates/nuxie-renderer/src/native_metal/image_texture.rs:225-365
